date,run_pipeline,Channel Name,sampleid,method,sub_method,condition,replicate,tissue,Lane,Index,project,project_orig,reference,chemistry,flowcell,seq_dir,min_umis,min_genes,percent_mito,cellbender_expected_cells,cellbender_total_droplets_included,focus,append,calc_signature_scores,introns,batch,sequencing_system,flowcell_type,workflow,fastq_workflow,notes
2023_03_20,FALSE,channel1,FF04677873,atac,atac,nuclei,channel1,pbmc,*,SI-NA-F4,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HK3H2DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230318_SL-NVV_0696_BHK3H2DSX5_arcfastqs/fastq_path/HK3H2DSX5/FF04677873_atac,400,200,20,,,,,,TRUE,batch3,NovaSeq6000,S4,,bcl_convert,
2023_03_20,FALSE,channel1,FF04677882,atac,atac,nuclei,channel1,pbmc,*,SI-NA-A6,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HK3H2DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230318_SL-NVV_0696_BHK3H2DSX5_arcfastqs/fastq_path/HK3H2DSX5/FF04677882_atac,400,200,20,,,,,,TRUE,batch3,NovaSeq6000,S4,,bcl_convert,
2023_03_20,FALSE,channel1,FF04677894,atac,atac,nuclei,channel1,pbmc,*,SI-NA-E3,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HK3H2DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230318_SL-NVV_0696_BHK3H2DSX5_arcfastqs/fastq_path/HK3H2DSX5/FF04677894_atac,400,200,20,,,,,,TRUE,batch3,NovaSeq6000,S4,,bcl_convert,
2023_03_20,FALSE,channel1,FF04677895,atac,atac,nuclei,channel1,pbmc,*,SI-NA-H4,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HK3H2DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230318_SL-NVV_0696_BHK3H2DSX5_arcfastqs/fastq_path/HK3H2DSX5/FF04677895_atac,400,200,20,,,,,,TRUE,batch3,NovaSeq6000,S4,,bcl_convert,
2023_03_20,FALSE,channel1,FF04678018,atac,atac,nuclei,channel1,pbmc,*,SI-NA-A4,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HK3H2DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230318_SL-NVV_0696_BHK3H2DSX5_arcfastqs/fastq_path/HK3H2DSX5/FF04678018_atac,400,200,20,,,,,,TRUE,batch3,NovaSeq6000,S4,,bcl_convert,
2023_03_20,FALSE,channel1,FF04678036,atac,atac,nuclei,channel1,pbmc,*,SI-NA-D8,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HK3H2DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230318_SL-NVV_0696_BHK3H2DSX5_arcfastqs/fastq_path/HK3H2DSX5/FF04678036_atac,400,200,20,,,,,,TRUE,batch3,NovaSeq6000,S4,,bcl_convert,
2023_03_20,FALSE,channel1,FF04678073,atac,atac,nuclei,channel1,pbmc,*,SI-NA-F7,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HK3H2DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230318_SL-NVV_0696_BHK3H2DSX5_arcfastqs/fastq_path/HK3H2DSX5/FF04678073_atac,400,200,20,,,,,,TRUE,batch3,NovaSeq6000,S4,,bcl_convert,
2023_03_20,FALSE,channel1,FF04678091,atac,atac,nuclei,channel1,pbmc,*,SI-NA-B8,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HK3H2DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230318_SL-NVV_0696_BHK3H2DSX5_arcfastqs/fastq_path/HK3H2DSX5/FF04678091_atac,400,200,20,,,,,,TRUE,batch3,NovaSeq6000,S4,,bcl_convert,
2023_03_20,FALSE,channel1,FF04678167,atac,atac,nuclei,channel1,pbmc,*,SI-NA-H7,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HK3H2DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230318_SL-NVV_0696_BHK3H2DSX5_arcfastqs/fastq_path/HK3H2DSX5/FF04678167_atac,400,200,20,,,,,,TRUE,batch3,NovaSeq6000,S4,,bcl_convert,
2023_03_20,FALSE,channel1,FF04678171,atac,atac,nuclei,channel1,pbmc,*,SI-NA-D7,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HK3H2DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230318_SL-NVV_0696_BHK3H2DSX5_arcfastqs/fastq_path/HK3H2DSX5/FF04678171_atac,400,200,20,,,,,,TRUE,batch3,NovaSeq6000,S4,,bcl_convert,
2023_03_20,FALSE,channel1,FF04678223,atac,atac,nuclei,channel1,pbmc,*,SI-NA-A7,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HK3H2DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230318_SL-NVV_0696_BHK3H2DSX5_arcfastqs/fastq_path/HK3H2DSX5/FF04678223_atac,400,200,20,,,,,,TRUE,batch3,NovaSeq6000,S4,,bcl_convert,
2023_03_20,FALSE,channel1,FF04678945,atac,atac,nuclei,channel1,pbmc,*,SI-NA-H3,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HK3H2DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230318_SL-NVV_0696_BHK3H2DSX5_arcfastqs/fastq_path/HK3H2DSX5/FF04678945_atac,400,200,20,,,,,,TRUE,batch3,NovaSeq6000,S4,,bcl_convert,
2023_03_20,FALSE,channel1,FF04678981,atac,atac,nuclei,channel1,pbmc,*,SI-NA-C6,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HK3H2DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230318_SL-NVV_0696_BHK3H2DSX5_arcfastqs/fastq_path/HK3H2DSX5/FF04678981_atac,400,200,20,,,,,,TRUE,batch3,NovaSeq6000,S4,,bcl_convert,
2023_03_20,FALSE,channel1,FF04678981_2,atac,atac,nuclei,channel1,pbmc,*,SI-NA-F6,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HK3H2DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230318_SL-NVV_0696_BHK3H2DSX5_arcfastqs/fastq_path/HK3H2DSX5/FF04678981_2_atac,400,200,20,,,,,,TRUE,batch3,NovaSeq6000,S4,,bcl_convert,
2023_03_20,FALSE,channel1,FF04679052,atac,atac,nuclei,channel1,pbmc,*,SI-NA-H2,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HK3H2DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230318_SL-NVV_0696_BHK3H2DSX5_arcfastqs/fastq_path/HK3H2DSX5/FF04679052_atac,400,200,20,,,,,,TRUE,batch3,NovaSeq6000,S4,,bcl_convert,
2023_03_20,FALSE,channel1,FF04679065,atac,atac,nuclei,channel1,pbmc,*,SI-NA-G3,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HK3H2DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230318_SL-NVV_0696_BHK3H2DSX5_arcfastqs/fastq_path/HK3H2DSX5/FF04679065_atac,400,200,20,,,,,,TRUE,batch3,NovaSeq6000,S4,,bcl_convert,
2023_03_20,FALSE,channel1,FF04679069,atac,atac,nuclei,channel1,pbmc,*,SI-NA-F3,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HK3H2DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230318_SL-NVV_0696_BHK3H2DSX5_arcfastqs/fastq_path/HK3H2DSX5/FF04679069_atac,400,200,20,,,,,,TRUE,batch3,NovaSeq6000,S4,,bcl_convert,
2023_03_20,FALSE,channel1,FF04679108,atac,atac,nuclei,channel1,pbmc,*,SI-NA-D4,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HK3H2DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230318_SL-NVV_0696_BHK3H2DSX5_arcfastqs/fastq_path/HK3H2DSX5/FF04679108_atac,400,200,20,,,,,,TRUE,batch3,NovaSeq6000,S4,,bcl_convert,
2023_03_20,FALSE,channel1,FF04679108_2,atac,atac,nuclei,channel1,pbmc,*,SI-NA-E6,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HK3H2DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230318_SL-NVV_0696_BHK3H2DSX5_arcfastqs/fastq_path/HK3H2DSX5/FF04679108_2_atac,400,200,20,,,,,,TRUE,batch3,NovaSeq6000,S4,,bcl_convert,
2023_03_20,FALSE,channel1,FF04679233,atac,atac,nuclei,channel1,pbmc,*,SI-NA-E4,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HK3H2DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230318_SL-NVV_0696_BHK3H2DSX5_arcfastqs/fastq_path/HK3H2DSX5/FF04679233_atac,400,200,20,,,,,,TRUE,batch3,NovaSeq6000,S4,,bcl_convert,
2023_03_20,FALSE,channel1,FF04679255,atac,atac,nuclei,channel1,pbmc,*,SI-NA-G4,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HK3H2DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230318_SL-NVV_0696_BHK3H2DSX5_arcfastqs/fastq_path/HK3H2DSX5/FF04679255_atac,400,200,20,,,,,,TRUE,batch3,NovaSeq6000,S4,,bcl_convert,
2023_03_20,FALSE,channel1,FF04679266,atac,atac,nuclei,channel1,pbmc,*,SI-NA-G7,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HK3H2DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230318_SL-NVV_0696_BHK3H2DSX5_arcfastqs/fastq_path/HK3H2DSX5/FF04679266_atac,400,200,20,,,,,,TRUE,batch3,NovaSeq6000,S4,,bcl_convert,
2023_03_20,FALSE,channel1,FF04679327,atac,atac,nuclei,channel1,pbmc,*,SI-NA-A8,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HK3H2DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230318_SL-NVV_0696_BHK3H2DSX5_arcfastqs/fastq_path/HK3H2DSX5/FF04679327_atac,400,200,20,,,,,,TRUE,batch3,NovaSeq6000,S4,,bcl_convert,
2023_03_20,FALSE,channel1,FF04679420,atac,atac,nuclei,channel1,pbmc,*,SI-NA-D6,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HK3H2DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230318_SL-NVV_0696_BHK3H2DSX5_arcfastqs/fastq_path/HK3H2DSX5/FF04679420_atac,400,200,20,,,,,,TRUE,batch3,NovaSeq6000,S4,,bcl_convert,
2023_03_20,FALSE,channel1,FF04679467,atac,atac,nuclei,channel1,pbmc,*,SI-NA-E7,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HK3H2DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230318_SL-NVV_0696_BHK3H2DSX5_arcfastqs/fastq_path/HK3H2DSX5/FF04679467_atac,400,200,20,,,,,,TRUE,batch3,NovaSeq6000,S4,,bcl_convert,
2023_03_20,FALSE,channel1,FF04679572,atac,atac,nuclei,channel1,pbmc,*,SI-NA-C8,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HK3H2DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230318_SL-NVV_0696_BHK3H2DSX5_arcfastqs/fastq_path/HK3H2DSX5/FF04679572_atac,400,200,20,,,,,,TRUE,batch3,NovaSeq6000,S4,,bcl_convert,
2023_03_20,FALSE,channel1,FF04679588,atac,atac,nuclei,channel1,pbmc,*,SI-NA-C7,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HK3H2DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230318_SL-NVV_0696_BHK3H2DSX5_arcfastqs/fastq_path/HK3H2DSX5/FF04679588_atac,400,200,20,,,,,,TRUE,batch3,NovaSeq6000,S4,,bcl_convert,
2023_03_20,FALSE,channel1,FF06996088,atac,atac,nuclei,channel1,pbmc,*,SI-NA-C4,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HK3H2DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230318_SL-NVV_0696_BHK3H2DSX5_arcfastqs/fastq_path/HK3H2DSX5/FF06996088_atac,400,200,20,,,,,,TRUE,batch3,NovaSeq6000,S4,,bcl_convert,
2023_03_20,FALSE,channel1,FF09451193,atac,atac,nuclei,channel1,pbmc,*,SI-NA-A11,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HK3H2DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230318_SL-NVV_0696_BHK3H2DSX5_arcfastqs/fastq_path/HK3H2DSX5/FF09451193_atac,400,200,20,,,,,,TRUE,batch3,NovaSeq6000,S4,,bcl_convert,
2023_03_20,FALSE,channel1,FF03154671,atac,atac,nuclei,channel1,pbmc,*,SI-NA-G8,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HKC3TDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230318_SL-NSE_0611_AHKC3TDSX5_arcfastqs/fastq_path/HKC3TDSX5/FF03154671_atac,400,200,20,,,,,,TRUE,batch3,NovaSeq6000,S4,,bcl_convert,
2023_03_20,FALSE,channel1,FF03154687,atac,atac,nuclei,channel1,pbmc,*,SI-NA-C9,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HKC3TDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230318_SL-NSE_0611_AHKC3TDSX5_arcfastqs/fastq_path/HKC3TDSX5/FF03154687_atac,400,200,20,,,,,,TRUE,batch3,NovaSeq6000,S4,,bcl_convert,
2023_03_20,FALSE,channel1,FF03154726,atac,atac,nuclei,channel1,pbmc,*,SI-NA-H9,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HKC3TDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230318_SL-NSE_0611_AHKC3TDSX5_arcfastqs/fastq_path/HKC3TDSX5/FF03154726_atac,400,200,20,,,,,,TRUE,batch3,NovaSeq6000,S4,,bcl_convert,
2023_03_20,FALSE,channel1,FF03154821,atac,atac,nuclei,channel1,pbmc,*,SI-NA-F8,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HKC3TDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230318_SL-NSE_0611_AHKC3TDSX5_arcfastqs/fastq_path/HKC3TDSX5/FF03154821_atac,400,200,20,,,,,,TRUE,batch3,NovaSeq6000,S4,,bcl_convert,
2023_03_20,FALSE,channel1,FF03154934,atac,atac,nuclei,channel1,pbmc,*,SI-NA-H8,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HKC3TDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230318_SL-NSE_0611_AHKC3TDSX5_arcfastqs/fastq_path/HKC3TDSX5/FF03154934_atac,400,200,20,,,,,,TRUE,batch3,NovaSeq6000,S4,,bcl_convert,
2023_03_20,FALSE,channel1,FF03154951,atac,atac,nuclei,channel1,pbmc,*,SI-NA-G9,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HKC3TDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230318_SL-NSE_0611_AHKC3TDSX5_arcfastqs/fastq_path/HKC3TDSX5/FF03154951_atac,400,200,20,,,,,,TRUE,batch3,NovaSeq6000,S4,,bcl_convert,
2023_03_20,FALSE,channel1,FF03155020,atac,atac,nuclei,channel1,pbmc,*,SI-NA-E8,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HKC3TDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230318_SL-NSE_0611_AHKC3TDSX5_arcfastqs/fastq_path/HKC3TDSX5/FF03155020_atac,400,200,20,,,,,,TRUE,batch3,NovaSeq6000,S4,,bcl_convert,
2023_03_20,FALSE,channel1,FF03155033,atac,atac,nuclei,channel1,pbmc,*,SI-NA-F9,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HKC3TDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230318_SL-NSE_0611_AHKC3TDSX5_arcfastqs/fastq_path/HKC3TDSX5/FF03155033_atac,400,200,20,,,,,,TRUE,batch3,NovaSeq6000,S4,,bcl_convert,
2023_03_20,FALSE,channel1,FF04677807,atac,atac,nuclei,channel1,pbmc,*,SI-NA-G1,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HKC3TDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230318_SL-NSE_0611_AHKC3TDSX5_arcfastqs/fastq_path/HKC3TDSX5/FF04677807_atac,400,200,20,,,,,,TRUE,batch3,NovaSeq6000,S4,,bcl_convert,
2023_03_20,FALSE,channel1,FF04677821,atac,atac,nuclei,channel1,pbmc,*,SI-NA-F2,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HKC3TDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230318_SL-NSE_0611_AHKC3TDSX5_arcfastqs/fastq_path/HKC3TDSX5/FF04677821_atac,400,200,20,,,,,,TRUE,batch3,NovaSeq6000,S4,,bcl_convert,
2023_03_20,FALSE,channel1,FF04677900,atac,atac,nuclei,channel1,pbmc,*,SI-NA-H1,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HKC3TDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230318_SL-NSE_0611_AHKC3TDSX5_arcfastqs/fastq_path/HKC3TDSX5/FF04677900_atac,400,200,20,,,,,,TRUE,batch3,NovaSeq6000,S4,,bcl_convert,
2023_03_20,FALSE,channel1,FF04677910,atac,atac,nuclei,channel1,pbmc,*,SI-NA-A2,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HKC3TDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230318_SL-NSE_0611_AHKC3TDSX5_arcfastqs/fastq_path/HKC3TDSX5/FF04677910_atac,400,200,20,,,,,,TRUE,batch3,NovaSeq6000,S4,,bcl_convert,
2023_03_20,FALSE,channel1,FF04677922,atac,atac,nuclei,channel1,pbmc,*,SI-NA-C2,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HKC3TDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230318_SL-NSE_0611_AHKC3TDSX5_arcfastqs/fastq_path/HKC3TDSX5/FF04677922_atac,400,200,20,,,,,,TRUE,batch3,NovaSeq6000,S4,,bcl_convert,
2023_03_20,FALSE,channel1,FF04678951,atac,atac,nuclei,channel1,pbmc,*,SI-NA-D2,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HKC3TDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230318_SL-NSE_0611_AHKC3TDSX5_arcfastqs/fastq_path/HKC3TDSX5/FF04678951_atac,400,200,20,,,,,,TRUE,batch3,NovaSeq6000,S4,,bcl_convert,
2023_03_20,FALSE,channel1,FF04678979,atac,atac,nuclei,channel1,pbmc,*,SI-NA-B3,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HKC3TDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230318_SL-NSE_0611_AHKC3TDSX5_arcfastqs/fastq_path/HKC3TDSX5/FF04678979_atac,400,200,20,,,,,,TRUE,batch3,NovaSeq6000,S4,,bcl_convert,
2023_03_20,FALSE,channel1,FF04679043,atac,atac,nuclei,channel1,pbmc,*,SI-NA-C3,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HKC3TDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230318_SL-NSE_0611_AHKC3TDSX5_arcfastqs/fastq_path/HKC3TDSX5/FF04679043_atac,400,200,20,,,,,,TRUE,batch3,NovaSeq6000,S4,,bcl_convert,
2023_03_20,FALSE,channel1,FF04679067,atac,atac,nuclei,channel1,pbmc,*,SI-NA-E2,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HKC3TDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230318_SL-NSE_0611_AHKC3TDSX5_arcfastqs/fastq_path/HKC3TDSX5/FF04679067_atac,400,200,20,,,,,,TRUE,batch3,NovaSeq6000,S4,,bcl_convert,
2023_03_20,FALSE,channel1,FF04679166,atac,atac,nuclei,channel1,pbmc,*,SI-NA-B2,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HKC3TDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230318_SL-NSE_0611_AHKC3TDSX5_arcfastqs/fastq_path/HKC3TDSX5/FF04679166_atac,400,200,20,,,,,,TRUE,batch3,NovaSeq6000,S4,,bcl_convert,
2023_03_20,FALSE,channel1,FF04679209,atac,atac,nuclei,channel1,pbmc,*,SI-NA-F1,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HKC3TDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230318_SL-NSE_0611_AHKC3TDSX5_arcfastqs/fastq_path/HKC3TDSX5/FF04679209_atac,400,200,20,,,,,,TRUE,batch3,NovaSeq6000,S4,,bcl_convert,
2023_03_20,FALSE,channel1,FF04679229,atac,atac,nuclei,channel1,pbmc,*,SI-NA-G2,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HKC3TDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230318_SL-NSE_0611_AHKC3TDSX5_arcfastqs/fastq_path/HKC3TDSX5/FF04679229_atac,400,200,20,,,,,,TRUE,batch3,NovaSeq6000,S4,,bcl_convert,
2023_03_20,FALSE,channel1,FF04679555,atac,atac,nuclei,channel1,pbmc,*,SI-NA-A3,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HKC3TDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230318_SL-NSE_0611_AHKC3TDSX5_arcfastqs/fastq_path/HKC3TDSX5/FF04679555_atac,400,200,20,,,,,,TRUE,batch3,NovaSeq6000,S4,,bcl_convert,
2023_03_20,FALSE,channel1,FF04679638,atac,atac,nuclei,channel1,pbmc,*,SI-NA-D1,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HKC3TDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230318_SL-NSE_0611_AHKC3TDSX5_arcfastqs/fastq_path/HKC3TDSX5/FF04679638_atac,400,200,20,,,,,,TRUE,batch3,NovaSeq6000,S4,,bcl_convert,
